Node,Latitude,Longitude,Section,Feeder
hn824100007n07,34.81594,134.82337,4,22.0
hn824100007n07e1,34.81583,134.82363,4,22.0
hn824100007n07n1,34.816,134.82349,4,22.0
hn824100008,34.81365,134.82288,4,22.0
hn824100009,34.81371,134.82309,4,22.0
hn824100010,34.81379,134.8235,4,22.0
hn824100010g01,34.81383,134.82379,4,22.0
hn824100011,34.81383,134.82406,4,22.0
hn824100011s01,34.81367,134.82388,4,22.0
hn824100011s01e1,34.81364,134.8241,4,22.0
hn824100011s01e2,34.81369,134.8243,4,22.0
hn824100011s01e2s1,34.81348,134.82413,4,22.0
hn824100011s01e3,34.81368,134.82459,4,22.0
hn824100011s02,34.81349,134.82383,4,22.0
hn824100011s03,34.81325,134.82374,4,22.0
hn824100011s04,34.8131,134.82372,4,22.0
hn824100011s05,34.81319,134.82339,4,22.0
hn824100011s06,34.81322,134.82322,4,22.0
hn824100011s07,34.81296,134.82306,4,22.0
hn824100011s07e1,34.81294,134.82333,4,22.0
hn824100011s07e2,34.81284,134.82369,4,22.0
hn824100011s08,34.81282,134.82298,4,22.0
hn824100011s08e1,34.81275,134.82322,4,22.0
hn824100011s08e2,34.81266,134.82354,4,22.0
hn824100011s09,34.81257,134.82287,4,22.0
hn824100011s09e1,34.81244,134.82306,4,22.0
hn824100011s09e2,34.81245,134.82326,4,22.0
hn824100012,34.81383,134.82441,4,22.0
hn824100013,34.81382,134.82475,4,22.0
hn824100014,34.81371,134.82503,6,22.0
hn824100014n01,34.81409,134.82527,6,22.0
hn824100014n03,34.81469,134.82556,6,22.0
hn824100014n04,34.81499,134.82554,6,22.0
hn824100014n05,34.81539,134.82559,6,22.0
hn824100014n06,34.81575,134.82558,6,22.0
hn824100014n07,34.81628,134.82579,6,22.0
hn824100015,34.8136,134.82553,6,22.0
hn824100015s01,34.81355,134.82525,6,22.0
hn824100015s02,34.81324,134.82484,6,22.0
hn824100015s03,34.81306,134.82467,6,22.0
hn824100015g01,34.81356,134.82571,6,22.0
hn824100016,34.8135,134.826,6,22.0
hn824100016s01,34.8131,134.82586,6,22.0
hn824100016s05s3,34.81134,134.82487,6,22.0
hn824100016s02,34.81266,134.826,6,22.0
hn824100016s03,34.81238,134.82565,6,22.0
hn824100016s04,34.81208,134.82537,6,22.0
hn824100016s05,34.81165,134.82514,6,22.0
hn824100016s05s1,34.81161,134.825,6,22.0
hn824100016s05s2,34.8115,134.82483,6,22.0
hn824100016s05s4,34.81112,134.82505,6,22.0
hn824100016s05s4s1,34.811,134.82476,6,22.0
hn824100016s05s4s2,34.81081,134.82428,6,22.0
hn824100016s05s4s3,34.81068,134.82422,6,22.0
hn824100016s05s4s4,34.81043,134.82437,6,22.0
hn824100016s05s4s5,34.81002,134.82462,6,22.0
hn824100016s05s4n1,34.81124,134.82538,6,22.0
hn824100016s05s4n2,34.81143,134.82579,6,22.0
hn824100016n01,34.81379,134.8262,6,22.0
hn824100016n02,34.81407,134.82632,6,22.0
hn824100016n03,34.81436,134.82679,6,22.0
hn824100016n03g1e1,34.81433,134.82709,6,22.0
hn824100016n04,34.81449,134.82728,6,22.0
hn824100016n05,34.81471,134.8276,6,22.0
hn824100016n06,34.81488,134.82789,6,22.0
hn824100017,34.81338,134.82642,6,22.0
hn824100017n01,34.81354,134.82649,6,22.0
hn824100017n02,34.8138,134.82657,6,22.0
hn824100018,34.81333,134.82672,6,22.0
hn824100019,34.81354,134.82704,6,22.0
hn824100019g01,34.81365,134.82731,6,22.0
hn824100019g02,34.81374,134.82743,6,22.0
hn824100019g03,34.81367,134.82776,6,22.0
hn824100020,34.81373,134.82789,6,22.0
hn824100020s01,34.81349,134.82777,6,22.0
hn824100020s02,34.81321,134.82764,6,22.0
hn824100020s02g1,34.81303,134.82754,6,22.0
hn824100020s02g2,34.81274,134.82734,6,22.0
hn824100020s02g3,34.81254,134.82712,6,22.0
hn824100020s02g3s1,34.81226,134.82684,6,22.0
hn824100020s02g3s2,34.81203,134.82655,6,22.0
hn824100020s02g3s3,34.81184,134.82668,6,22.0
hn824100020s02g3s4,34.81166,134.82693,6,22.0
hn824100020s03,34.81267,134.82748,6,22.0
hn824100020s03w1,34.81283,134.82703,6,22.0
hn824100020s04,34.81242,134.82777,6,22.0
hn824100020s04g1,34.81236,134.82795,6,22.0
hn824100020s05,34.81235,134.82816,6,22.0
hn824100020s06,34.81235,134.82862,6,22.0
hn824100020s07,34.81229,134.82899,6,22.0
hn824100020s08,34.8122,134.82941,6,22.0
hn824100020s09,34.81211,134.82979,6,22.0
hn824100020s09s1,34.81191,134.82985,6,22.0
hn824100020s09s2,34.81173,134.82973,6,22.0
hn824100020s09s3,34.81145,134.82952,6,22.0
hn824100020s09s4,34.81109,134.82935,6,22.0
hn824100020s09s5,34.81078,134.82917,6,22.0
hn824100020s09s6,34.81052,134.82897,6,22.0
hn824100020s09s7,34.8105,134.82869,6,22.0
hn824100020s09s8,34.81067,134.82858,6,22.0
hn824100020s09s8e1,34.81092,134.82873,6,22.0
hn824100020s10,34.81201,134.83002,6,22.0
hn824100020s10n1,34.81231,134.83021,6,22.0
hn824100020s11,34.81192,134.83033,6,22.0
hn824100020s12,34.8117,134.83082,6,22.0
hn824100020s12s1,34.8114,134.83065,6,22.0
hn824100020s12s1w1,34.81156,134.83033,6,22.0
hn824100020s12s1g2,34.81146,134.83053,6,22.0
hn824100020s12s2,34.81107,134.83049,6,22.0
hn824100020s12s2w1,34.8112,134.83022,6,22.0
hn824100020s12s3,34.81078,134.83033,6,22.0
hn824100020s12s3w1,34.81085,134.82999,6,22.0
hn824100020s12s3w2,34.81096,134.82963,6,22.0
hn824100020s12s3w3,34.81067,134.82947,6,22.0
hn824100020s12s3w4,34.81047,134.82935,6,22.0
hn824100020s13,34.81199,134.83101,6,22.0
hn824100020s13w1,34.81204,134.83088,6,22.0
hn824100020s13w2,34.81216,134.8306,6,22.0
hn824100020s14,34.81205,134.83116,6,22.0
hn824100020s14n1,34.81215,134.83097,6,22.0
hn824100020s14n2,34.81229,134.83067,6,22.0
hn824100020s14n3,34.81241,134.83039,6,22.0
hn824100020s14n4,34.81255,134.83008,6,22.0
hn824100020s15,34.81204,134.83152,6,22.0
hn824100020s15s1,34.812,134.83139,6,22.0
hn824100020s15s2,34.81166,134.83122,6,22.0
hn824100020s15s3,34.81132,134.83108,6,22.0
hn824100020s16,34.81199,134.83196,6,22.0
hn824100020s16s1,34.81191,134.83179,6,22.0
hn824100020s16s2,34.81151,134.83164,6,22.0
hn824100020s17,34.81197,134.83247,6,22.0
hn824100020s17s1,34.8119,134.83223,6,22.0
hn824100020s17s2,34.81153,134.8321,6,22.0
hn824100020g01,34.81406,134.82811,6,22.0
hn824100020g02,34.81426,134.82823,6,22.0
hn824100020g03,34.81448,134.82836,6,22.0
hn824100020g04,34.81477,134.82853,6,22.0
hn824100020g05,34.81479,134.82869,7,22.0
hn824100020g05w1,34.81497,134.82825,7,22.0
hn824100020g05w1g1,34.8151,134.82788,7,22.0
hn824100021,34.81465,134.82903,7,22.0
hn824100022,34.81454,134.82933,7,22.0
hn824100023,34.8144,134.82969,7,22.0
hn824100024,34.81432,134.83014,7,22.0
hn824100025,34.81431,134.83044,7,22.0
hn824100026,34.81433,134.83085,7,22.0
hn824100026s01,34.81381,134.83087,7,22.0
hn824100026s01g1,34.81422,134.83078,7,22.0
hn824100026s02,34.81333,134.83096,7,22.0
hn824100026s03,34.81301,134.83109,7,22.0
hn824100027,34.81436,134.83116,7,22.0
hn824100028,34.8144,134.83161,7,22.0
hn824100028s01,34.81434,134.8319,7,22.0
hn824100028s02,34.81408,134.83194,7,22.0
hn824100028s03,34.81371,134.83199,7,22.0
hn824100029,34.81444,134.83205,7,22.0
hn824100030,34.81447,134.83238,7,22.0
hn824100030g01s1,34.8143,134.83258,7,22.0
hn824100031,34.81452,134.83291,7,22.0
hn824100032,34.81457,134.83338,7,22.0
hn824100032n01,34.81476,134.8336,7,22.0
hn824100032n02,34.81526,134.83374,7,22.0
hn824100032n03,34.81554,134.83382,7,22.0
hn824100032n04,34.81585,134.83392,8,22.0
hn824100032n05,34.81615,134.83399,8,22.0
hn824100033,34.81459,134.83375,7,22.0
hn824100034,34.81457,134.83433,7,22.0
hn824100035,34.81454,134.83469,7,22.0
hn824100036,34.81451,134.83509,7,22.0
hn824100016n03g1,34.81433,134.82688,6,22.0
hn824100040n02,34.81502,134.83572,8,22.0
hn824100040n03,34.81529,134.83565,8,22.0
hn824100040n03w1,34.8152,134.83537,8,22.0
hn824100040n04,34.81553,134.83558,8,22.0
hn824100040n04g1,34.81587,134.8355,8,22.0
hn824100040n05w1,34.81582,134.83516,8,22.0
hn824100040n05w2,34.81582,134.83468,8,22.0
hn824100040n05w3,34.81589,134.83434,8,22.0
hn824100040n05w4,34.81598,134.83388,8,22.0
hn824100040n05w5,34.81608,134.83342,8,22.0
hn824100040n05w6,34.81617,134.83299,8,22.0
hn824100040n05w7,34.81627,134.83287,8,22.0
hn824100040n05w8,34.81634,134.83254,8,22.0
hn824100040n05w9,34.81642,134.83214,8,22.0
hn824100040n05w9n1,34.81651,134.83206,8,22.0
hn824100040n05w9n2,34.81696,134.8322,8,22.0
hn824100040n06,34.81632,134.83531,8,22.0
hn824100040n07,34.81665,134.83523,8,22.0
hn824100040n08,34.81687,134.83518,8,22.0
hn824100040n09,34.81721,134.83509,8,22.0
hn824100040n10,34.81763,134.83505,8,22.0
hn824100040n10e1,34.81755,134.83527,8,22.0
hn824100040n10e2,34.81729,134.83539,8,22.0
hn824100040n10e2s1,34.81686,134.83557,8,22.0
hn824100040n10e3,34.81732,134.83551,8,22.0
hn824100040n10e4,34.81728,134.83586,8,22.0
hn824100040n10e5,34.81728,134.83631,8,22.0
hn824100040n11,34.81792,134.83507,8,22.0
hn824100040n11e1,34.81783,134.83538,8,22.0
hn824100040n12,34.81811,134.83512,8,22.0
hn824100040n14,34.81882,134.8354,8,22.0
hn824100040n15,34.81912,134.83554,8,22.0
hn824100040n16,34.81948,134.83566,8,22.0
hn824100040n17,34.81987,134.83565,8,22.0
hn824100040n18,34.82014,134.8356,8,22.0
hn824100040n19,34.82049,134.83544,8,22.0
hn824100040n19e1,34.82052,134.83552,8,22.0
hn824100040n19e2,34.82062,134.83576,8,22.0
hn824100040n19e3,34.8208,134.83597,8,22.0
hn824100040n20,34.82086,134.83527,8,22.0
hn824100040n20g1,34.821,134.83522,8,22.0
hn824100040n20g1e1,34.82112,134.83572,8,22.0
hn824100040n20g1e2,34.82123,134.83617,8,22.0
hn824100040n21,34.82124,134.83511,8,22.0
hn824560001,34.81541,134.83612,8,22.0
hn824560001s01,34.81518,134.83603,8,22.0
hn824560001s02,34.81477,134.83625,8,22.0
hn824560001s03,34.81453,134.83639,8,22.0
hn824560001n01,34.8155,134.83592,8,22.0
hn824560001n02,34.81581,134.83583,8,22.0
hn824560001n03,34.81606,134.83577,8,22.0
hn824560001n03e1,34.81588,134.836,8,22.0
hn824560001n03e1n1,34.81609,134.83599,8,22.0
hn824560001n03e1n2,34.81623,134.83603,8,22.0
hn824560001n03e2,34.81583,134.83629,8,22.0
hn824560001n03e3,34.8158,134.8365,8,22.0
hn824560001n04,34.81627,134.83571,8,22.0
hn824560001n05,34.81654,134.83564,8,22.0
hn824560002,34.81529,134.83649,8,22.0
hn824560003,34.81518,134.83677,8,22.0
hn824560004,34.81495,134.83707,8,22.0
hn824560004n01,34.81513,134.83724,8,22.0
hn824560004n02,34.81552,134.83748,8,22.0
hn824560004n03,34.81577,134.83761,8,22.0
hn825080002,34.80385,134.81759,2,22.0
hn825080003,34.80417,134.8177,2,22.0
hn825080004,34.80439,134.81778,2,22.0
hn825080005,34.80465,134.81786,2,22.0
hn825080007,34.8052,134.81803,2,22.0
hn825080007n01,34.80544,134.81809,2,22.0
hn825080007n02,34.80572,134.81817,2,22.0
hn825080007n04,34.80637,134.81836,2,22.0
hn825080007n05,34.80668,134.81844,2,22.0
hn825080007n05e1,34.80648,134.81883,2,22.0
hn825080007n05e1n1,34.80675,134.81889,2,22.0
hn825080007n05e2,34.80644,134.81919,2,22.0
hn825080007n05e3,34.80638,134.81938,2,22.0
hn825080007n05e4,34.80621,134.81965,2,22.0
hn825080007n05e5,34.8065,134.8198,2,22.0
hn825080007n07,34.80737,134.81864,2,22.0
hn825080007n08,34.80767,134.81874,2,22.0
hn825080007n10,34.80811,134.81885,2,22.0
hn825080007n11,34.80843,134.81894,2,22.0
hn825080007n11n1,34.80851,134.8188,3,22.0
hn825080007n11n2,34.8089,134.81865,3,22.0
hn825080007n12,34.80869,134.81902,2,22.0
hn825080007n13,34.80896,134.8191,2,22.0
hn825080018,34.80918,134.81867,3,22.0
hn825080019,34.80964,134.81878,3,22.0
hn825080019e01,34.80961,134.81912,3,22.0
hn825080019e02w1,34.80947,134.81912,3,22.0
hn825080019e05w1,34.80919,134.81982,3,22.0
hn825080019e05w2,34.80928,134.81944,3,22.0
hn825080019e05s1,34.80904,134.82012,3,22.0
hn825080019e06,34.80933,134.82035,3,22.0
hn825080019e07,34.80949,134.82066,3,22.0
hn825080019e07s1,34.80937,134.82087,3,22.0
hn825080019e07s2,34.80916,134.821,3,22.0
hn825080019e07s2e1,34.80921,134.82117,3,22.0
hn825080019e07n3,34.81002,134.82048,3,22.0
hn825080002e01,34.80403,134.81774,3,22.0
hn825080006,34.80506,134.81799,3,22.0
hn825080007e01,34.80512,134.81846,2,22.0
hn825080007n05e6,34.80694,134.81985,2,22.0
hn825080007n06,34.80711,134.81857,2,22.0
hn825080019e07n1,34.80957,134.82074,3,22.0
hn825080019e07n2,34.8098,134.82061,3,22.0
hn825080019e07n4,34.81026,134.82015,3,22.0
hn825080019e07n5,34.81062,134.82045,3,22.0
hn825080019e07n6,34.81089,134.82065,3,22.0
hn825080019e07n6e1,34.81102,134.82076,3,22.0
hn825080019e07n9,34.81144,134.81995,3,22.0
hn825080019e07n9e1,34.81163,134.81964,3,22.0
hn825080019e08,34.80961,134.82106,3,22.0
hn825080019e09,34.80982,134.82157,3,22.0
hn825080019e09e1,34.8096,134.82172,3,22.0
hn825080019e09e2,34.80931,134.82185,3,22.0
hn825080019e09e3,34.8091,134.82224,3,22.0
hn825080019e09e4,34.80894,134.82257,3,22.0
hn825080019e09e5,34.8088,134.82288,3,22.0
hn825080019e10,34.80996,134.82192,3,22.0
hn825080020e01,34.81023,134.81911,3,22.0
hn825080020e01g1,34.81071,134.8194,3,22.0
hn825080021,34.81044,134.81911,3,22.0
hn825080022,34.81082,134.81925,3,22.0
hn825080022w01,34.81105,134.81895,3,22.0
hn825080022w02,34.81123,134.81854,3,22.0
hn825080023,34.81126,134.8194,3,22.0
hn825080023w01,34.8114,134.81912,3,22.0
hn825080023w02,34.81155,134.81885,3,22.0
hn825080024,34.81163,134.81953,3,22.0
hn825080026,34.81247,134.81983,4,22.0
hn825080026w01,34.81261,134.81981,4,22.0
hn825080026w02,34.81258,134.81953,4,22.0
hn825080028,34.81342,134.82016,5,22.0
hn825080028e01,34.81329,134.82062,5,22.0
hn825080028w01,34.81348,134.81999,5,22.0
hn825080028w02,34.81349,134.81965,5,22.0
hn825080029,34.81377,134.82029,5,22.0
hn825080029e01,34.81363,134.8208,5,22.0
hn825080030,34.81428,134.82048,5,22.0
hn825080031,34.81467,134.82061,5,22.0
hn825080031e01,34.81453,134.82117,5,22.0
hn825080031e01g1,34.81457,134.82144,5,22.0
hn825080031w01,34.81466,134.82032,5,22.0
hn825080031w02,34.81484,134.81992,5,22.0
hn825080032,34.81501,134.82072,5,22.0
hn825080033,34.81541,134.82087,5,22.0
hn825080034,34.81579,134.82101,5,22.0
hn825080035,34.81613,134.82113,5,22.0
hn825080037e01,34.81665,134.82192,5,22.0
hn825080037e01g1,34.81674,134.82137,5,22.0
hn825080037e02,34.81661,134.82225,5,22.0
hn825080037e02n1,34.81717,134.82231,5,22.0
hn825080037e03,34.81657,134.82279,5,22.0
hn825080037e03n1,34.81707,134.82297,5,22.0
hn825080037e03n2,34.81744,134.82309,5,22.0
hn825080037e03n3,34.81784,134.82327,5,22.0
hn825080037e03n3w1,34.81809,134.82312,5,22.0
hn825080037e03n4,34.81802,134.82336,5,22.0
hn825080037e03n4e1,34.81802,134.82355,5,22.0
hn825080037e03n4e2,34.81796,134.82396,5,22.0
hn825080037e03n4e3,34.8178,134.82378,5,22.0
hn825080037e03n4e4,34.8176,134.82368,5,22.0
hn825080037e03n4e5,34.81788,134.82455,5,22.0
hn825080037e03n4e6,34.8178,134.82509,5,22.0
hn825080037e03n4g1,34.81815,134.82351,5,22.0
hn825080037e03g1,34.81655,134.82302,5,22.0
hn825080037e03g1n1,34.81692,134.82304,5,22.0
hn825080037e04,34.81653,134.82326,5,22.0
hn825080037e04s1,34.81635,134.82328,5,22.0
hn825080037e04s2,34.81619,134.82316,5,22.0
hn825080037e05g1,34.81645,134.82376,5,22.0
hn825080037e06,34.81641,134.82412,5,22.0
hn825080037e06g1,34.81635,134.82451,5,22.0
hn825080037e09,34.81616,134.82527,6,22.0
hn825080037n01,34.81721,134.82136,5,22.0
hn825080037n02,34.81753,134.82145,5,22.0
hn825080037n02g1,34.81784,134.82154,5,22.0
hn825080037n03,34.81815,134.82155,5,22.0
hn825080037n03w1,34.81825,134.82109,5,22.0
hn825080037n03w2,34.81799,134.82099,5,22.0
hn825080037n04,34.81854,134.82161,5,22.0
hn825080037n05,34.81885,134.82169,5,22.0
hn825080037g01,34.81689,134.8213,5,22.0
hn825080038,34.81683,134.82084,5,22.0
hn825080038s01g1,34.8168,134.82067,5,22.0
hn825080038s02,34.81613,134.82041,5,22.0
hn825080020,34.81012,134.81899,3,22.0
hn825080037e02s1,34.81632,134.82222,5,22.0
hn825080037n02e1,34.81745,134.82209,5,22.0
hn825080038s01,34.81645,134.82058,5,22.0
hn825080037,34.81676,134.82123,5,22.0
hn825080038g01s1,34.81663,134.82064,5,22.0
hn828390015w01,34.79892,134.81479,2,23.0
hn828390016w01,34.79859,134.81474,2,23.0
hn828390015w03,34.7991,134.81423,2,23.0
hn828390015w04,34.79918,134.81399,2,23.0
hn828390015w05,34.79929,134.81365,2,23.0
hn828390015w06,34.79942,134.81316,2,23.0
hn828390016,34.7987,134.81494,4,23.0
hn828390017,34.79833,134.81477,4,23.0
hn828390018,34.79806,134.81464,4,23.0
hn828390019,34.7977,134.81445,4,23.0
hn828390020,34.79737,134.81429,4,23.0
hn828390021w01,34.79715,134.81403,4,23.0
hn828390021w01s1,34.79698,134.81365,4,23.0
hn828390021w01s1w1,34.79697,134.81354,4,23.0
hn828390021w01s1w2,34.7971,134.81318,4,23.0
hn828390021w01s1w3,34.79717,134.81296,4,23.0
hn828390021w01s2,34.79671,134.81351,4,23.0
hn828390021w01s2w1,34.7967,134.8134,4,23.0
hn828390021w01s2w2,34.79678,134.81316,4,23.0
hn828390021w01s3,34.79658,134.81344,4,23.0
hn828390021w01n1,34.79735,134.81382,4,23.0
hn828390021w01n2,34.79754,134.81393,4,23.0
hn828390021w01n2w1,34.79754,134.8138,4,23.0
hn828390021w01n2w2,34.79762,134.81359,4,23.0
hn828390021w01n3,34.79782,134.81407,4,23.0
hn828390021w02,34.79729,134.8136,4,23.0
hn828390021w03,34.79738,134.81335,4,23.0
hn828390021w03g1,34.79747,134.8131,4,23.0
hn828390021w04,34.79753,134.81289,4,23.0
hn828390021w04s1,34.79731,134.81279,4,23.0
hn828390021w04s1w1,34.79729,134.81257,4,23.0
hn828390021w04s2,34.79702,134.81264,4,23.0
hn828390021w04s3,34.79682,134.81254,4,23.0
hn828390021w04s3e2,34.79654,134.8129,4,23.0
hn828390021w04s3w1,34.79677,134.81221,4,23.0
hn828390021w04s4,34.79659,134.81242,4,23.0
hn828390021w04s5,34.7963,134.81228,4,23.0
hn828390021w04s5s1,34.79591,134.81212,4,23.0
hn828390021w04n2,34.79806,134.81317,4,23.0
hn828390021w04n3,34.79828,134.81327,4,23.0
hn828390021w04n3e2,34.7982,134.81374,4,23.0
hn828390021w04n4,34.79865,134.81345,4,23.0
hn828390021w04n4e1,34.79854,134.8138,4,23.0
hn828390021w04n4e2,34.79845,134.81408,4,23.0
hn828390021w04n4e3,34.79833,134.81438,4,23.0
hn828390021w05,34.79763,134.81258,4,23.0
hn828390022,34.79667,134.81394,4,23.0
hn828390023,34.79635,134.81376,4,23.0
hn828390024,34.79602,134.81361,4,23.0
hn828390025,34.79566,134.81343,5,23.0
hn828390026,34.7954,134.81332,5,23.0
hn828390026g01,34.79515,134.81322,5,23.0
hn828390027,34.79473,134.81307,5,23.0
hn828390028,34.79455,134.81302,5,23.0
hn828390029,34.79427,134.81291,5,23.0
hn828390030,34.79388,134.81276,5,23.0
hn828390030w01g1,34.7937,134.81264,5,23.0
hn828390031,34.79348,134.81263,5,23.0
hn828390032,34.79315,134.81252,5,23.0
hn828390032w02,34.79299,134.81215,5,23.0
hn828390032w03,34.793,134.81189,5,23.0
hn828390032w04,34.79322,134.81211,5,23.0
hn828390032w05,34.79333,134.81217,5,23.0
hn828390032w06,34.79333,134.81195,5,23.0
hn828390032w08w1,34.79344,134.81174,6,23.0
hn828390032w08w3,34.79359,134.81185,6,23.0
hn828390032w08w4,34.79384,134.81181,6,23.0
hn828390032w08w4w1,34.79406,134.81168,6,23.0
hn828390032w08w6,34.79416,134.81191,6,23.0
hn828390032w08w7,34.79442,134.81207,6,23.0
hn828390032w09,34.79356,134.81136,6,23.0
hn828390034,34.79242,134.8123,5,23.0
hn828390034w01,34.79244,134.81203,5,23.0
hn828390035,34.79203,134.81216,5,23.0
hn828390035w01,34.79197,134.81206,6,23.0
hn828390035w02,34.79193,134.81164,6,23.0
hn828390035w03,34.79184,134.8112,6,23.0
hn828390035w04,34.79176,134.81075,6,23.0
hn828390035w05,34.79168,134.81033,6,23.0
hn828390035w06,34.79154,134.80991,6,23.0
hn828390035w06g1,34.79169,134.80981,6,23.0
hn828390035w07,34.79138,134.80954,6,23.0
hn828390035w08,34.79125,134.80925,6,23.0
hn828390035w09,34.79104,134.80879,6,23.0
hn828390036,34.79179,134.81208,5,23.0
hn828390037,34.79164,134.81203,5,23.0
hn828390038,34.79132,134.81191,5,23.0
hn828390039,34.79094,134.81178,5,23.0
hn828390039w01,34.79094,134.81168,5,23.0
hn828390039w02,34.79106,134.81125,5,23.0
hn828390039w03,34.79117,134.81082,5,23.0
hn828390039w03s1,34.79105,134.81071,5,23.0
hn828390039w03s2,34.79068,134.81057,5,23.0
hn828390039w03s3,34.79037,134.81041,5,23.0
hn828390040,34.7906,134.81167,5,23.0
hn828390041,34.79031,134.81157,5,23.0
hn828390042,34.79003,134.81147,5,23.0
hn828390015w02,34.79898,134.81459,2,23.0
hn828390021w04n1,34.79781,134.81303,4,23.0
hn828390021,34.79704,134.81408,4,23.0
hn828390021w04s3e1,34.79664,134.81263,4,23.0
hn828390021w04n3e1,34.7983,134.81344,4,23.0
hn828390032w08w5,34.7941,134.81184,6,23.0
hn821012001,34.79614,134.80399,3,23.0
hn821012002,34.79581,134.80416,3,23.0
hn821012002e01,34.79572,134.80465,3,23.0
hn821012002e02,34.79584,134.80509,3,23.0
hn821012002e03,34.79601,134.80558,3,23.0
hn821012002e04,34.79615,134.806,3,23.0
hn821012002w01,34.79554,134.80417,3,23.0
hn821012002w03,34.79527,134.80336,3,23.0
hn821012003,34.7955,134.80432,3,23.0
hn821012004,34.79518,134.80447,3,23.0
hn821012005,34.79494,134.80459,3,23.0
hn821012002w02,34.79546,134.80391,3,23.0
hn821140001,34.79491,134.81301,5,23.0
hn821140002,34.79484,134.81259,5,23.0
hn821140002n01,34.79494,134.81264,5,23.0
hn821140002n01w1,34.7951,134.81251,5,23.0
hn821140002n01w2,34.79503,134.81205,5,23.0
hn821140002n01w3,34.79497,134.81164,5,23.0
hn821140002n01w4,34.7949,134.8112,5,23.0
hn821140002n01w5,34.79484,134.81082,5,23.0
hn821140002n01w6,34.79479,134.8105,5,23.0
hn821140002n02,34.79528,134.81256,5,23.0
hn821140002n03,34.79538,134.81254,5,23.0
hn821140002n04,34.79535,134.81228,5,23.0
hn821140002n04w1,34.79527,134.81178,5,23.0
hn821140002n04w2,34.79521,134.81139,5,23.0
hn821140002n04w3,34.79515,134.81096,5,23.0
hn821140002n04w4,34.7951,134.81065,5,23.0
hn821140002n04w5,34.79485,134.8101,5,23.0
hn821140002n05,34.79538,134.81202,5,23.0
hn821140002n06,34.79556,134.812,5,23.0
hn821140002n07,34.79551,134.81166,5,23.0
hn821140002n08,34.79547,134.81125,5,23.0
hn821140003,34.79477,134.81214,5,23.0
hn821140005,34.79465,134.81135,5,23.0
hn821140006,34.7946,134.81097,5,23.0
hn821140007s01w1,34.79398,134.81078,5,23.0
hn821140004,34.79474,134.8119,5,23.0
hn821140006w01,34.79454,134.81067,5,23.0
hn821140006w02,34.79451,134.8104,5,23.0
hn821140006w03,34.79443,134.80987,5,23.0
hn821140007s01,34.79403,134.81108,5,23.0
hn821140007s01w2,34.79393,134.81044,5,23.0
hn821140007s01w3,34.79386,134.80995,5,23.0
hn821140007s01w5,34.79373,134.80911,5,23.0
hn821140008,34.79422,134.81054,5,23.0
hn821140009,34.79414,134.81006,5,23.0
hn821140010,34.7941,134.80977,5,23.0
hn821140011,34.79405,134.80946,5,23.0
hn821140013,34.79396,134.8088,5,23.0
hn821140014,34.79401,134.80882,5,23.0
hn821140007,34.79429,134.81102,5,23.0
hn821140007s01w4,34.79379,134.80952,5,23.0
hn821140012,34.794,134.80906,5,23.0
hn821140015,34.79397,134.80858,5,23.0
hn821240002,34.79986,134.80907,2,23.0
hn821240001,34.79961,134.80894,2,23.0
hn821240001e01,34.7995,134.80941,2,23.0
hn821240003,34.80019,134.80903,2,23.0
hn821240005,34.80114,134.80884,2,23.0
hn821240006,34.80167,134.80871,2,23.0
hn821240007,34.80205,134.8086,2,23.0
hn821240008,34.80235,134.80828,2,23.0
hn821240008e01,34.80261,134.80852,2,23.0
hn821240008e01g2,34.8026,134.80885,2,23.0
hn821240008g01,34.80251,134.80823,2,23.0
hn821240009,34.80264,134.80788,2,23.0
hn821240010,34.80285,134.80763,2,23.0
hn821240011,34.80318,134.80723,2,23.0
hn821240012,34.80341,134.80702,2,23.0
hn821240013,34.80371,134.80682,2,23.0
hn821240014,34.804,134.80662,2,23.0
hn821240016,34.80448,134.80631,2,23.0
hn821240016g01,34.80441,134.80626,2,23.0
hn821240016g03s1,34.80423,134.80525,2,23.0
hn821240016g03s4,34.80385,134.8043,2,23.0
hn821240016g03s6,34.80315,134.80457,2,23.0
hn821240016g03s7,34.80283,134.8047,2,23.0
hn821240016g03s8,34.80252,134.80482,2,23.0
hn821240016g04,34.80444,134.80536,2,23.0
hn821240016g05,34.80456,134.80529,2,23.0
hn821240019,34.80545,134.8049,2,23.0
hn821240020e01,34.80579,134.80543,2,23.0
hn821240020e02,34.80573,134.80585,2,23.0
hn821240003g01,34.80046,134.809,2,23.0
hn821240004,34.80074,134.80896,2,23.0
hn821240015,34.80431,134.80642,2,23.0
hn821240016g02,34.80426,134.80592,2,23.0
hn821240016g03,34.80412,134.80559,2,23.0
hn821240016g03s2,34.80415,134.80478,2,23.0
hn821240016g03s3,34.80405,134.80435,2,23.0
hn821240016g03s5,34.80349,134.80443,2,23.0
hn821240017,34.80472,134.80523,2,23.0
hn821240017n01,34.80499,134.80514,2,23.0
hn821240018,34.80511,134.80487,2,23.0
hn821240020,34.80584,134.80498,2,23.0
hn821240016g03s8w1,34.80239,134.80472,2,23.0
hn821240020e03,34.80567,134.8063,2,23.0
hn821240020e03s1,34.80523,134.80627,2,23.0
hn821240020e03n1,34.80604,134.80632,2,23.0
hn821240020e03n1e1,34.80617,134.80652,2,23.0
